global_profile_id,source_file,local_profile_id,float_id,cycle_number,datetime,latitude,longitude,min_pressure,max_pressure,measurement_count,project_name,institution,data_mode
171,20251103_prof.nc,29,7901130,65,2025-11-03 14:10:04,-2.1,90.4,0.4000000059604645,1987.5999755859375,102,ARGO,FR GDAC,R
172,20251103_prof.nc,30,4903837,32,2025-11-03 14:01:58,-13.166666666666666,72.31666666666666,0.30000001192092896,2030.199951171875,104,ARGO,FR GDAC,R
173,20251103_prof.nc,31,6990612,75,2025-11-03 13:57:25,12.616666666666667,65.73333333333333,0.20000000298023224,2028.0,104,ARGO,FR GDAC,R
174,20251103_prof.nc,32,5907140,31,2025-11-03 13:47:59,8.316666666666666,84.78333333333333,0.10000000149011612,2005.5999755859375,103,ARGO,FR GDAC,R
175,20251103_prof.nc,33,5905586,32,2025-11-03 13:46:20,-37.34235666666667,137.76796666666667,0.4000000059604645,2016.9000244140625,1011,ARGO,FR GDAC,R
176,20251103_prof.nc,34,2903952,32,2025-11-03 13:45:34,-12.383333333333333,68.96666666666667,0.0,2002.5999755859375,103,ARGO,FR GDAC,R
177,20251103_prof.nc,35,5906258,192,2025-11-03 13:40:14,-22.041,93.359,4.400000095367432,1998.199951171875,509,ARGO,FR GDAC,R
178,20251103_prof.nc,36,5905415,260,2025-11-03 12:41:00,-24.300168333333332,90.274425,0.30000001192092896,2025.0999755859375,1015,ARGO,FR GDAC,R
179,20251103_prof.nc,37,7900945,102,2025-11-03 12:09:20,-55.00578,97.329375,1.2999999523162842,1956.800048828125,980,ARGO,FR GDAC,R
180,20251103_prof.nc,38,5905525,112,2025-11-03 11:22:44,-23.300434112548828,109.76713562011719,4.21999979019165,1995.4599609375,997,ARGO,FR GDAC,R
181,20251103_prof.nc,39,5906634,169,2025-11-03 11:16:04,-27.8794,74.1599,4.300000190734863,2000.239990234375,755,ARGO,FR GDAC,R
182,20251103_prof.nc,40,5906283,190,2025-11-03 09:22:08,-28.817,70.033,4.300000190734863,1999.4000244140625,510,ARGO,FR GDAC,R
183,20251103_prof.nc,41,5905594,28,2025-11-03 09:03:20,-54.58058,114.43536166666667,0.20000000298023224,1977.4000244140625,991,ARGO,FR GDAC,R
184,20251103_prof.nc,42,5907086,58,2025-11-03 08:52:00,5.972498333333333,86.896765,2.799999952316284,2021.9000244140625,528,ARGO,FR GDAC,R
185,20251103_prof.nc,43,7901005,99,2025-11-03 08:50:30,-52.16515,125.39479833333333,3.0,2012.800048828125,1006,ARGO,FR GDAC,R
186,20251103_prof.nc,44,6904237,99,2025-11-03 08:50:30,-61.75586166666667,81.325495,3.0,1993.0999755859375,1012,ARGO,FR GDAC,R
187,20251103_prof.nc,45,7900577,170,2025-11-03 08:42:20,-56.7519,75.51949,5.099999904632568,1997.300048828125,491,ARGO,FR GDAC,R
188,20251103_prof.nc,46,5905423,256,2025-11-03 08:41:36,-36.778,90.1292,4.300000190734863,1984.4000244140625,991,ARGO,FR GDAC,R
189,20251103_prof.nc,47,3901833,292,2025-11-03 08:38:58,-47.13198,117.59095,1.0399999618530273,2015.8800048828125,1013,ARGO,FR GDAC,R
190,20251103_prof.nc,48,5905560,62,2025-11-03 07:52:20,-33.56453833333333,80.131435,0.30000001192092896,1984.0,994,ARGO,FR GDAC,R
191,20251103_prof.nc,49,7900513,251,2025-11-03 07:20:00,-56.93412,119.94522833333333,6.400000095367432,1961.5999755859375,95,ARGO,FR GDAC,R
192,20251103_prof.nc,50,1901755,212,2025-11-03 07:18:43,-43.4038,51.9952,4.300000190734863,1948.8800048828125,898,ARGO,FR GDAC,R
193,20251103_prof.nc,51,6904070,170,2025-11-03 06:46:20,-44.86299,103.51637833333334,3.200000047683716,2017.5,497,ARGO,FR GDAC,R
194,20251103_prof.nc,52,6904075,142,2025-11-03 06:39:20,-42.64272833333333,54.21761333333333,3.0999999046325684,1980.5,490,ARGO,FR GDAC,R
195,20251103_prof.nc,53,1902452,117,2025-11-03 06:32:02,-44.50157,22.19396,0.47999998927116394,2011.6800537109375,1012,ARGO,FR GDAC,R
196,20251103_prof.nc,54,5906273,192,2025-11-03 06:22:35,-13.916,97.158,4.400000095367432,1998.1500244140625,509,ARGO,FR GDAC,R
197,20251103_prof.nc,55,6990715,25,2025-11-03 06:06:13,11.383333333333333,69.68333333333334,0.0,1237.9000244140625,72,ARGO,FR GDAC,R
198,20251103_prof.nc,56,1902474,188,2025-11-03 05:59:36,-30.72111,58.87988,-0.20000000298023224,2790.0,511,ARGO,FR GDAC,R
199,20251103_prof.nc,57,1902267,105,2025-11-03 05:53:14,-33.03607,52.62072,0.4000000059604645,4446.10009765625,508,ARGO,FR GDAC,R
200,20251103_prof.nc,58,7900496,323,2025-11-03 05:51:32,-46.452,134.864,5.199999809265137,1999.0999755859375,93,ARGO,FR GDAC,R
201,20251103_prof.nc,59,2903138,107,2025-11-03 05:17:44,5.52666,65.58907,0.9599999785423279,2016.1600341796875,1013,ARGO,FR GDAC,R
202,20251103_prof.nc,60,6904144,133,2025-11-03 04:35:20,-38.49400833333333,52.619835,3.0999999046325684,1965.699951171875,487,ARGO,FR GDAC,R
203,20251103_prof.nc,61,5906633,169,2025-11-03 03:51:44,-28.8369,52.8572,2.799999952316284,2003.4000244140625,1002,ARGO,FR GDAC,R
204,20251103_prof.nc,62,5906526,124,2025-11-03 03:28:55,-39.354,71.492,4.599999904632568,1599.1500244140625,496,ARGO,FR GDAC,R
205,20251103_prof.nc,63,1902598,70,2025-11-03 02:38:00,-45.04336,58.03399666666667,0.5,2015.5,547,ARGO,FR GDAC,R
206,20251103_prof.nc,64,6903084,108,2025-11-03 01:31:00,-34.025061666666666,34.0273,3.4000000953674316,2430.300048828125,773,ARGO,FR GDAC,R
207,20251103_prof.nc,65,1902289,46,2025-11-03 01:18:02,5.9136,67.7633,2.9000000953674316,1979.5,990,ARGO,FR GDAC,R
208,20251104_prof.nc,0,6904210,134,2025-11-04 23:17:20,-55.819156666666665,97.420415,4.800000190734863,2016.800048828125,495,ARGO,FR GDAC,R
209,20251104_prof.nc,1,1902472,90,2025-11-04 22:20:27,0.54875,65.27649,0.9599999785423279,2015.52001953125,1013,ARGO,FR GDAC,R
210,20251104_prof.nc,2,3902346,37,2025-11-04 22:09:31,-23.75121,62.85011,0.4000000059604645,2007.800048828125,1010,ARGO,FR GDAC,R
211,20251104_prof.nc,3,1901759,169,2025-11-04 22:00:14,-23.9838,49.959,2.700000047683716,1996.8399658203125,757,ARGO,FR GDAC,R
212,20251104_prof.nc,4,7902151,18,2025-11-04 21:57:54,-43.1091,141.2044,4.099999904632568,1599.31005859375,495,ARGO,FR GDAC,R
213,20251104_prof.nc,5,5905066,324,2025-11-04 21:51:41,-42.137,85.312,4.099999904632568,1973.699951171875,986,ARGO,FR GDAC,R
214,20251104_prof.nc,6,7902138,30,2025-11-04 21:39:26,-48.1325,87.1372,4.300000190734863,1999.0999755859375,508,ARGO,FR GDAC,R
215,20251104_prof.nc,7,5906151,192,2025-11-04 21:38:07,-41.50593,125.06735,1.0399999618530273,2013.4000244140625,1013,ARGO,FR GDAC,R
216,20251104_prof.nc,8,1902337,215,2025-11-04 20:26:06,-33.809,55.125,4.199999809265137,2013.4000244140625,1006,ARGO,FR GDAC,R
217,20251104_prof.nc,9,7902132,33,2025-11-04 20:07:25,-20.1598,107.8466,4.400000095367432,1996.4200439453125,500,ARGO,FR GDAC,R
218,20251104_prof.nc,10,4903626,106,2025-11-04 19:37:30,-30.773465,81.64636666666667,2.9000000953674316,2010.800048828125,1006,ARGO,FR GDAC,R
219,20251104_prof.nc,11,5902491,332,2025-11-04 19:30:52,-18.76751,88.98924,1.0399999618530273,2003.800048828125,1008,ARGO,FR GDAC,R
220,20251104_prof.nc,12,1902192,276,2025-11-04 18:53:48,-41.1629,40.7048,4.099999904632568,1999.239990234375,851,ARGO,FR GDAC,R
221,20251104_prof.nc,13,1902201,269,2025-11-04 18:21:11,-14.3835,80.0726,4.300000190734863,1948.8299560546875,852,ARGO,FR GDAC,R
222,20251104_prof.nc,14,5905471,193,2025-11-04 17:26:01,-36.6587,110.3305,4.400000095367432,1948.199951171875,947,ARGO,FR GDAC,R
223,20251104_prof.nc,15,5907051,81,2025-11-04 17:19:31,-36.5184,91.8211,4.400000095367432,1598.93994140625,494,ARGO,FR GDAC,R
224,20251104_prof.nc,16,2903956,121,2025-11-04 17:01:20,23.396816666666666,59.58617666666667,3.5,1037.5,518,ARGO,FR GDAC,R
225,20251104_prof.nc,17,5905524,123,2025-11-04 16:58:32,-15.358,104.7559,4.099999904632568,2010.199951171875,1004,ARGO,FR GDAC,R
226,20251104_prof.nc,18,6990702,20,2025-11-04 16:31:59,-11.6462,67.8864,4.0,2001.0999755859375,1000,ARGO,FR GDAC,R
227,20251104_prof.nc,19,5905474,193,2025-11-04 15:52:47,-35.5156,121.4742,4.300000190734863,1998.93994140625,948,ARGO,FR GDAC,R
228,20251104_prof.nc,20,5905500,134,2025-11-04 15:43:52,-21.7345,73.7468,4.400000095367432,2000.0699462890625,755,ARGO,FR GDAC,R
229,20251104_prof.nc,21,6990635,52,2025-11-04 15:11:47,-6.6936,65.2239,4.0,1973.9000244140625,986,ARGO,FR GDAC,R
230,20251104_prof.nc,22,5905595,28,2025-11-04 14:53:20,-56.98082,121.21012666666667,0.30000001192092896,2005.5,1005,ARGO,FR GDAC,R
231,20251104_prof.nc,23,5905615,27,2025-11-04 14:40:11,-57.717871499999994,127.02270659999999,0.10000000149011612,4780.10009765625,749,ARGO,FR GDAC,R
232,20251104_prof.nc,24,3902255,61,2025-11-04 14:17:51,-50.20601,136.58592,0.4399999976158142,2001.56005859375,1007,ARGO,FR GDAC,R
233,20251104_prof.nc,25,7902249,31,2025-11-04 14:09:26,11.066666666666666,85.0,0.20000000298023224,1984.5999755859375,102,ARGO,FR GDAC,R
234,20251104_prof.nc,26,2903893,67,2025-11-04 14:08:50,-0.7833333333333333,78.5,0.4000000059604645,2009.699951171875,102,ARGO,FR GDAC,R
235,20251104_prof.nc,27,7902251,31,2025-11-04 14:06:03,11.183333333333334,88.7,0.20000000298023224,1984.199951171875,102,ARGO,FR GDAC,R
236,20251104_prof.nc,28,1902673,75,2025-11-04 14:02:55,12.066666666666666,68.2,0.30000001192092896,2013.0999755859375,103,ARGO,FR GDAC,R
237,20251104_prof.nc,29,3902630,32,2025-11-04 13:59:34,-8.75,76.56666666666666,0.20000000298023224,1262.699951171875,73,ARGO,FR GDAC,R
238,20251104_prof.nc,30,1902260,195,2025-11-04 13:46:46,-60.67971,137.43064,0.9599999785423279,2011.52001953125,1012,ARGO,FR GDAC,R
239,20251104_prof.nc,31,5905465,208,2025-11-04 13:40:21,-30.694,102.5188,4.099999904632568,1998.1600341796875,948,ARGO,FR GDAC,R
240,20251104_prof.nc,32,1902221,245,2025-11-04 12:54:23,-35.54763,62.80786,0.36000001430511475,2009.0799560546875,1011,ARGO,FR GDAC,R
241,20251104_prof.nc,33,5905549,82,2025-11-04 12:48:20,-14.560673333333334,78.67975833333334,0.20000000298023224,1993.4000244140625,999,ARGO,FR GDAC,R
242,20251104_prof.nc,34,4903759,49,2025-11-04 11:24:00,-22.151085,83.17093833333334,3.5,1984.699951171875,646,ARGO,FR GDAC,R
243,20251104_prof.nc,35,2903434,57,2025-11-04 10:52:50,11.72395,85.77961,1.2000000476837158,2013.3199462890625,1012,ARGO,FR GDAC,R
244,20251104_prof.nc,36,1902481,94,2025-11-04 10:49:50,-35.97332,23.46676,0.47999998927116394,2015.0799560546875,1014,ARGO,FR GDAC,R
245,20251104_prof.nc,37,2903955,103,2025-11-04 10:47:20,23.542818333333333,60.11442666666667,3.299999952316284,2020.9000244140625,1010,ARGO,FR GDAC,R
246,20251104_prof.nc,38,1901770,47,2025-11-04 10:42:20,-45.15718666666667,74.919775,1.2999999523162842,2033.0,1018,ARGO,FR GDAC,R
247,20251104_prof.nc,39,7901034,92,2025-11-04 10:41:53,-44.7636,51.5551,4.179999828338623,1998.280029296875,546,ARGO,FR GDAC,R
248,20251104_prof.nc,40,1902476,187,2025-11-04 08:51:07,-27.98061,68.06563,-0.20000000298023224,4128.2001953125,897,ARGO,FR GDAC,R
249,20251104_prof.nc,41,6904082,136,2025-11-04 08:44:20,-36.160455,62.03533,3.0,1972.5999755859375,488,ARGO,FR GDAC,R
250,20251104_prof.nc,42,5906140,199,2025-11-04 08:33:19,-35.24657,113.96157,1.0,1427.8800048828125,720,ARGO,FR GDAC,R
251,20251104_prof.nc,43,5906970,115,2025-11-04 08:05:30,-8.159951000000001,46.05127566666667,3.4600000381469727,1807.0699462890625,239,ARGO,FR GDAC,R
252,20251104_prof.nc,44,1902027,330,2025-11-04 08:00:11,-46.1406,116.73946,1.1200000047683716,2001.719970703125,1007,ARGO,FR GDAC,R
253,20251104_prof.nc,45,7902128,34,2025-11-04 07:29:16,-21.4455,64.7287,4.400000095367432,1897.0999755859375,499,ARGO,FR GDAC,R
254,20251104_prof.nc,46,2902775,251,2025-11-04 07:27:37,7.644,89.239,0.30000001192092896,1988.5999755859375,102,ARGO,FR GDAC,R
255,20251104_prof.nc,47,4903660,115,2025-11-04 07:05:15,18.31463,61.566844666666675,3.440000057220459,1014.6900024414062,223,ARGO,FR GDAC,R
256,20251104_prof.nc,48,6990514,115,2025-11-04 07:01:21,16.2330685,66.35593733333333,3.490000009536743,1009.02001953125,223,ARGO,FR GDAC,R
257,20251104_prof.nc,49,1902785,20,2025-11-04 06:57:32,-27.183333333333334,62.55,0.30000001192092896,1979.800048828125,57,ARGO,FR GDAC,R
258,20251104_prof.nc,50,6990503,135,2025-11-04 06:43:15,1.9264063333333334,76.79195966666666,3.4600000381469727,1011.780029296875,223,ARGO,FR GDAC,R
259,20251104_prof.nc,51,5905778,252,2025-11-04 06:05:45,-37.41957,77.52361,1.0399999618530273,2007.280029296875,1010,ARGO,FR GDAC,R
260,20251104_prof.nc,52,5907176,25,2025-11-04 06:03:49,-57.36666666666667,74.4,0.30000001192092896,2012.199951171875,103,ARGO,FR GDAC,R
261,20251104_prof.nc,53,7900533,234,2025-11-04 05:48:20,-41.02052666666667,55.44274,2.9000000953674316,2015.9000244140625,497,ARGO,FR GDAC,R
262,20251104_prof.nc,54,1902036,252,2025-11-04 05:46:38,-28.87093,49.97713,1.0,2007.239990234375,1010,ARGO,FR GDAC,R
263,20251104_prof.nc,55,1902670,78,2025-11-04 05:26:49,11.45,80.18333333333334,5.400000095367432,1358.4000244140625,72,ARGO,FR GDAC,R
264,20251104_prof.nc,56,5902500,329,2025-11-04 04:40:12,-37.84546,113.78377,1.0800000429153442,2009.239990234375,1011,ARGO,FR GDAC,R
265,20251104_prof.nc,57,7902125,35,2025-11-04 04:34:21,-24.3519,48.5027,4.5,1999.4200439453125,500,ARGO,FR GDAC,R
266,20251104_prof.nc,58,1902494,65,2025-11-04 04:16:23,-48.6382,41.83,2.299999952316284,2001.0,511,ARGO,FR GDAC,R
267,20251104_prof.nc,59,2903787,122,2025-11-04 03:31:22,-50.69583666666667,122.55139166666667,3.4800000190734863,1010.27001953125,223,ARGO,FR GDAC,R
268,20251104_prof.nc,60,5905651,261,2025-11-04 03:21:49,-40.291,122.606,4.300000190734863,1596.5,502,ARGO,FR GDAC,R
269,20251104_prof.nc,61,4903639,106,2025-11-04 02:53:30,-49.47712,22.892838333333334,3.0,2014.5,598,ARGO,FR GDAC,R
270,20251104_prof.nc,62,7901107,59,2025-11-04 02:42:42,-43.487,122.5526,4.400000095367432,1599.6400146484375,495,ARGO,FR GDAC,R
271,20251104_prof.nc,63,5905776,258,2025-11-04 02:28:47,-24.99151,62.91053,1.0399999618530273,2005.4000244140625,1009,ARGO,FR GDAC,R
272,20251104_prof.nc,64,5905422,256,2025-11-04 02:22:36,-37.9268,79.9684,4.099999904632568,1976.199951171875,987,ARGO,FR GDAC,R
273,20251104_prof.nc,65,5906620,181,2025-11-04 02:07:51,-19.297595977783203,112.83794403076172,4.5,1550.5,774,ARGO,FR GDAC,R
274,20251104_prof.nc,66,1902261,195,2025-11-04 01:58:07,-36.61793,84.18193,1.0800000429153442,2005.47998046875,1009,ARGO,FR GDAC,R
275,20251104_prof.nc,67,3902347,37,2025-11-04 01:42:00,-22.29861,58.29675,0.4399999976158142,2009.8800048828125,1011,ARGO,FR GDAC,R
276,20251104_prof.nc,68,5906217,208,2025-11-04 01:32:22,-49.229,23.573,4.300000190734863,1999.0999755859375,499,ARGO,FR GDAC,R
277,20251104_prof.nc,69,4903839,104,2025-11-04 01:20:20,25.133985,57.358691666666665,3.799999952316284,1371.5999755859375,685,ARGO,FR GDAC,R
278,20251104_prof.nc,70,3902502,92,2025-11-04 00:50:02,-37.2102,59.2768,4.210000038146973,1998.199951171875,546,ARGO,FR GDAC,R
279,20251104_prof.nc,71,3901991,250,2025-11-04 00:32:20,-46.69345666666667,81.27454166666666,2.9000000953674316,2001.4000244140625,599,ARGO,FR GDAC,R
280,20251104_prof.nc,72,1901918,125,2025-11-04 00:22:09,-15.8622,53.6676,4.400000095367432,1899.699951171875,57,ARGO,FR GDAC,R
281,20251104_prof.nc,73,5906292,190,2025-11-04 00:04:54,-46.427,95.735,4.400000095367432,2000.800048828125,510,ARGO,FR GDAC,R
282,20251105_prof.nc,0,5906397,297,2025-11-05 23:57:31,-39.36136,118.81856,0.4000000059604645,4648.7001953125,510,ARGO,FR GDAC,R
283,20251105_prof.nc,1,5902496,330,2025-11-05 23:47:26,-33.38316,109.90447,1.159999966621399,2003.280029296875,1008,ARGO,FR GDAC,R
284,20251105_prof.nc,2,5905472,193,2025-11-05 23:43:38,-39.2451,106.2661,4.199999809265137,2000.780029296875,756,ARGO,FR GDAC,R
285,20251105_prof.nc,3,5905195,314,2025-11-05 23:42:18,-40.5804,107.1498,2.700000047683716,2001.0400390625,948,ARGO,FR GDAC,R
286,20251105_prof.nc,4,1901762,169,2025-11-05 23:33:40,-19.8558,59.5064,4.199999809265137,1948.0799560546875,754,ARGO,FR GDAC,R
287,20251105_prof.nc,5,5906281,192,2025-11-05 22:19:28,-27.174,55.435,4.400000095367432,1998.3800048828125,509,ARGO,FR GDAC,R
288,20251105_prof.nc,6,4903482,64,2025-11-05 22:00:51,-49.66091,135.13847,1.1200000047683716,2018.0400390625,1014,ARGO,FR GDAC,R
289,20251105_prof.nc,7,3901831,292,2025-11-05 21:34:19,-50.21027,92.69557,1.1200000047683716,2009.56005859375,1010,ARGO,FR GDAC,R
290,20251105_prof.nc,8,5905467,208,2025-11-05 21:25:33,-35.2216,90.5967,2.9000000953674316,1948.47998046875,948,ARGO,FR GDAC,R
291,20251105_prof.nc,9,1902287,47,2025-11-05 21:20:33,0.4469,72.9083,2.5999999046325684,1923.9000244140625,962,ARGO,FR GDAC,R
292,20251105_prof.nc,10,2904003,23,2025-11-05 20:43:31,-41.54581,38.40728,1.0,2003.8800048828125,1007,ARGO,FR GDAC,R
293,20251105_prof.nc,11,5906425,163,2025-11-05 20:40:33,-11.75157,144.60997,1.0800000429153442,2007.6800537109375,1010,ARGO,FR GDAC,R
294,20251105_prof.nc,12,6903059,499,2025-11-05 20:08:30,16.72022,58.444785,2.799999952316284,1972.5,1009,ARGO,FR GDAC,R
295,20251105_prof.nc,13,1902471,90,2025-11-05 19:55:12,0.61768,81.91815,1.0800000429153442,2003.52001953125,1007,ARGO,FR GDAC,R
296,20251105_prof.nc,14,5905583,41,2025-11-05 19:54:41,-38.508,116.7,2.5999999046325684,1698.9300537109375,498,ARGO,FR GDAC,R
297,20251105_prof.nc,15,6903151,106,2025-11-05 19:54:30,-26.197335,64.33921666666667,2.799999952316284,2005.5999755859375,1019,ARGO,FR GDAC,R
298,20251105_prof.nc,16,1902191,275,2025-11-05 18:37:25,-14.5072,53.1598,4.099999904632568,2001.06005859375,851,ARGO,FR GDAC,R
299,20251105_prof.nc,17,1902194,273,2025-11-05 18:35:40,1.4565,73.7474,4.300000190734863,2001.43994140625,852,ARGO,FR GDAC,R
300,20251105_prof.nc,18,1902257,195,2025-11-05 18:01:29,-32.28827,59.85377,0.9599999785423279,2011.1199951171875,1012,ARGO,FR GDAC,R
301,20251105_prof.nc,19,2903430,71,2025-11-05 17:48:46,-7.81095,85.13616,1.0,2003.9599609375,1007,ARGO,FR GDAC,R
302,20251105_prof.nc,20,5905577,42,2025-11-05 16:57:20,-21.297373333333333,107.11969333333333,0.20000000298023224,2030.800048828125,1018,ARGO,FR GDAC,R
303,20251105_prof.nc,21,2903982,20,2025-11-05 16:32:24,-13.3622,61.9812,4.099999904632568,1988.0999755859375,993,ARGO,FR GDAC,R
304,20251105_prof.nc,22,2904014,7,2025-11-05 15:09:16,-4.903,56.9428,2.4000000953674316,1650.9000244140625,504,ARGO,FR GDAC,R
305,20251105_prof.nc,23,5906231,226,2025-11-05 14:45:15,-34.455,64.431,4.300000190734863,1946.8599853515625,509,ARGO,FR GDAC,R
306,20251105_prof.nc,24,3902534,29,2025-11-05 14:41:38,-25.56485,89.40859,1.0399999618530273,2036.0400390625,1024,ARGO,FR GDAC,R
307,20251105_prof.nc,25,2903989,27,2025-11-05 14:15:09,15.85,84.95,2.299999952316284,1963.4000244140625,99,ARGO,FR GDAC,R
308,20251105_prof.nc,26,5907085,75,2025-11-05 14:11:49,8.166666666666666,68.15,0.30000001192092896,2008.199951171875,102,ARGO,FR GDAC,R
309,20251105_prof.nc,27,7901131,67,2025-11-05 14:05:03,-4.15,83.73333333333333,0.20000000298023224,2001.0,102,ARGO,FR GDAC,R
310,20251105_prof.nc,28,6990613,67,2025-11-05 14:00:36,-3.2947,69.74314,0.10000000149011612,1263.0999755859375,73,ARGO,FR GDAC,R
311,20251105_prof.nc,29,5904801,333,2025-11-05 13:52:55,-41.123,141.221,4.099999904632568,1897.800048828125,507,ARGO,FR GDAC,R
312,20251105_prof.nc,30,4903633,100,2025-11-05 13:32:30,-32.25601833333333,56.409861666666664,2.9000000953674316,1971.0,992,ARGO,FR GDAC,R
313,20251105_prof.nc,31,6990700,39,2025-11-05 12:51:07,23.253570666666665,61.205194,3.5,1972.8199462890625,242,ARGO,FR GDAC,R
314,20251105_prof.nc,32,5905546,97,2025-11-05 12:48:20,-43.860495,131.01029333333332,0.0,1996.9000244140625,1001,ARGO,FR GDAC,R
315,20251105_prof.nc,33,1901766,82,2025-11-05 12:44:20,-16.683523333333333,76.67167166666667,0.10000000149011612,2017.0999755859375,1011,ARGO,FR GDAC,R
316,20251105_prof.nc,34,1902103,72,2025-11-05 12:09:25,-50.7131,34.0502,2.992000102996826,1998.469970703125,999,ARGO,FR GDAC,R
317,20251105_prof.nc,35,5905476,192,2025-11-05 11:46:04,-39.9159,103.4179,4.199999809265137,2003.0,1001,ARGO,FR GDAC,R
318,20251105_prof.nc,36,5905512,129,2025-11-05 11:44:06,-42.5809,113.3919,4.400000095367432,1992.4000244140625,995,ARGO,FR GDAC,R
319,20251105_prof.nc,37,2903146,71,2025-11-05 11:32:11,-6.46621,55.66261,0.9200000166893005,2005.9599609375,1008,ARGO,FR GDAC,R
320,20251105_prof.nc,38,5907064,51,2025-11-05 11:24:00,-23.987376666666666,94.24458833333334,3.4000000953674316,1994.199951171875,647,ARGO,FR GDAC,R
321,20251105_prof.nc,39,6903045,177,2025-11-05 11:23:30,-41.32600333333333,76.24584666666667,2.9000000953674316,2021.5999755859375,1023,ARGO,FR GDAC,R
322,20251105_prof.nc,40,5902493,332,2025-11-05 11:14:20,-15.59756,98.74143,0.9200000166893005,2003.43994140625,1008,ARGO,FR GDAC,R
323,20251105_prof.nc,41,3902659,20,2025-11-05 10:42:38,-11.1207,64.8298,4.199999809265137,1977.300048828125,988,ARGO,FR GDAC,R
324,20251105_prof.nc,42,5906625,174,2025-11-05 10:36:08,-46.64802169799805,128.72024536132812,4.449999809265137,1995.8399658203125,997,ARGO,FR GDAC,R
325,20251105_prof.nc,43,5904819,330,2025-11-05 10:16:10,-21.753,77.804,4.199999809265137,1999.699951171875,509,ARGO,FR GDAC,R
326,20251105_prof.nc,44,5902507,328,2025-11-05 09:40:33,-42.74752,143.93044,1.159999966621399,2001.1600341796875,1007,ARGO,FR GDAC,R
327,20251105_prof.nc,45,5905598,43,2025-11-05 08:46:51,-58.72911933333334,136.33082283333334,1.5,1998.9000244140625,1499,ARGO,FR GDAC,R
328,20251105_prof.nc,46,7902141,31,2025-11-05 08:23:35,-40.6452,64.5089,4.400000095367432,1999.1199951171875,499,ARGO,FR GDAC,R
329,20251105_prof.nc,47,1902660,45,2025-11-05 08:12:18,24.752318833333334,62.40832633333333,3.5899999141693115,1423.219970703125,231,ARGO,FR GDAC,R
330,20251105_prof.nc,48,1901760,169,2025-11-05 07:48:06,-28.9001,51.315,4.099999904632568,1999.4300537109375,757,ARGO,FR GDAC,R
331,20251105_prof.nc,49,5905561,62,2025-11-05 07:47:20,-24.964528333333334,84.40015,0.30000001192092896,1987.4000244140625,996,ARGO,FR GDAC,R
332,20251105_prof.nc,50,7902129,34,2025-11-05 06:56:15,-24.3408,78.3165,4.400000095367432,1998.6300048828125,500,ARGO,FR GDAC,R
333,20251105_prof.nc,51,3902557,63,2025-11-05 06:45:55,-59.8954,125.9842,4.400000095367432,1599.6199951171875,496,ARGO,FR GDAC,R
334,20251105_prof.nc,52,1902250,196,2025-11-05 06:32:10,-19.10832,67.5918,1.0800000429153442,2014.1600341796875,1013,ARGO,FR GDAC,R
335,20251105_prof.nc,53,4903028,255,2025-11-05 06:30:49,-20.6802,42.0453,4.400000095367432,1965.0999755859375,982,ARGO,FR GDAC,R
336,20251105_prof.nc,54,6990593,37,2025-11-05 05:59:00,-19.729001666666665,110.024255,4.0,180.8000030517578,135,ARGO,FR GDAC,R
337,20251105_prof.nc,55,4903874,25,2025-11-05 05:58:21,-56.266666666666666,65.48333333333333,25.200000762939453,1984.199951171875,90,ARGO,FR GDAC,R
338,20251105_prof.nc,56,1902202,255,2025-11-05 05:45:27,-10.1997,44.3584,4.300000190734863,1978.300048828125,988,ARGO,FR GDAC,R
339,20251105_prof.nc,57,2902771,227,2025-11-05 05:29:29,3.857,74.399,0.10000000149011612,1976.699951171875,100,ARGO,FR GDAC,R
340,20251105_prof.nc,58,1901771,25,2025-11-05 05:29:20,-24.160466666666668,71.12238333333333,0.30000001192092896,2013.5,1009,ARGO,FR GDAC,R
341,20251105_prof.nc,59,3902280,141,2025-11-05 04:35:38,-14.9317,85.274,4.300000190734863,2001.5,1000,ARGO,FR GDAC,R
342,20251105_prof.nc,60,1902482,90,2025-11-05 04:09:32,4.06414,69.37193,0.4399999976158142,2015.4000244140625,1014,ARGO,FR GDAC,R
343,20251105_prof.nc,61,3902563,35,2025-11-05 03:43:00,-28.128866666666667,89.96735666666666,2.799999952316284,2017.0,497,ARGO,FR GDAC,R
344,20251105_prof.nc,62,1902594,94,2025-11-05 03:18:21,8.6825165,85.75432783333332,3.5299999713897705,1972.699951171875,242,ARGO,FR GDAC,R
345,20251105_prof.nc,63,7902150,18,2025-11-05 02:34:01,-41.9036,136.8926,4.400000095367432,1999.0999755859375,499,ARGO,FR GDAC,R
346,20251105_prof.nc,64,1902693,52,2025-11-05 01:49:41,-12.2694,63.1446,4.099999904632568,1984.0,991,ARGO,FR GDAC,R
347,20251105_prof.nc,65,6904090,132,2025-11-05 01:46:20,-44.52851166666667,74.94193666666666,2.9000000953674316,1995.800048828125,493,ARGO,FR GDAC,R
348,20251105_prof.nc,66,2903870,60,2025-11-05 01:42:06,-55.0609,96.6474,4.400000095367432,999.4199829101562,489,ARGO,FR GDAC,R
349,20251105_prof.nc,67,1901514,512,2025-11-05 01:24:01,1.625,44.637,-0.20000000298023224,-0.20000000298023224,1,ARGO,FR GDAC,R
